solution_id,num_clusters_f2,disagreement_f1
solution_14,62,678.500000000001
solution_13,62,678.500000000001
solution_12,62,678.500000000001
solution_11,62,678.500000000001
solution_10,62,678.500000000001
solution_9,62,678.500000000001
solution_8,62,678.500000000001
solution_23,62,678.500000000001
solution_24,62,678.500000000001
solution_25,62,678.500000000001
solution_26,62,678.500000000001
solution_42,62,678.500000000001
solution_41,62,678.500000000001
solution_40,62,678.500000000001
solution_39,62,678.500000000001
solution_38,62,678.500000000001
solution_37,62,678.500000000001
solution_36,62,678.500000000001
solution_44,62,678.500000000001
solution_35,62,678.500000000001
solution_33,62,678.500000000001
solution_32,62,678.500000000001
solution_31,62,678.500000000001
solution_30,62,678.500000000001
solution_29,62,678.500000000001
solution_28,62,678.500000000001
solution_27,62,678.500000000001
solution_34,62,678.500000000001
solution_83,62,678.500000000001
solution_84,62,678.500000000001
solution_85,62,678.500000000001
